ID,Name,District,Address,Contact,Homepage,Upvote,Main Entrance Access Road,Handicap Parking,Main Entrance Slope Way,Disabled Escalator,Disabled Toilet,Disabled Lodging Facility,Disabled Seat,Disabled Ticket Office,Service for the visually-impaired,Service for the hearing-impaired,Information Service,Wheelchair Rental
4258,Pretty Rainbow Daycare,Eunpyeong-gu,"22-6 Eunpyeong-ro 16-gil, Eunpyeong-gu, Seoul",02-359-1788,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N
4582,Saimdang Daycare Center,Seongbuk-gu,"52-10 Hwarang-ro 42-gil, Seongbuk-gu, Seoul",,,0,Y,Y,N,Y,Y,N,N,N,N,N,N,N
4105,Spring daycare center,Jungnang-gu,"47-4, Myeonmok-ro 63-gil, Jungnang-gu, Seoul",02-438-9707,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4677,Yongsan Cultural Sports Center (Wonhyo-ro 1-dong Community Center),Yongsan-gu,"350, Baekbeom-ro, Yongsan-gu, Seoul",02-707-2492,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3459,Jaehyun High School,Nowon-gu,"64, Deokneung-ro 82-gil, Nowon-gu, Seoul",02-932-4812,www.jaehyun.hs.kr,0,N,Y,Y,N,N,N,N,N,N,N,N,N
2429,Nanuri Hospital,Gangnam-gu,"731, Eonju-ro, Gangnam-gu, Seoul",02-1688-9797,www.nanoori.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3517,Soongsil University Computer Center,Dongjak-gu,"46 Sadang-ro, Dongjak-gu, Seoul",02-820-0114,http://www.ssu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2505,St. Mary's Kindergarten,Dongjak-gu,"16, Jangseungbae-ro 5-gil, Dongjak-gu, Seoul",02-823-6878,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2999,Haengdang Middle School,Seongdong-gu,"189, Wangsimni-ro, Seongdong-gu, Seoul",02-2293-6721,www.haengdang.ms.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2531,Blue Country Kindergarten,Yeongdeungpo-gu,"17, Dosin-ro 8-gil, Yeongdeungpo-gu, Seoul",02-844-7115,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2871,Yeoncheon Elementary School,Eunpyeong-gu,"22, Yeonseo-ro 34-gil, Eunpyeong-gu, Seoul",02-357-3911,www.yc1985.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2476,Sein Kindergarten,Seongdong-gu,"16, Majang-ro 42-gil, Seongdong-gu, Seoul",02-2295-3551,www.seinkid.co.kr,2,Y,Y,N,N,N,N,N,N,N,N,N,N
3144,Yeouido Middle School,Yeongdeungpo-gu,"46, International Finance-ro 7-gil, Yeongdeungpo-gu, Seoul",02-782-0801,www.yeouido.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2934,Gyeongin Elementary School,Yangcheon-gu,"1009 Anyangcheon-ro, Yangcheon-gu, Seoul",02-2647-2568,www.kyongin.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2941,Guro Elementary School,Guro-gu,"21, Gurojungang-ro 27na-gil, Guro-gu, Seoul",02-861-1941,www.guro.es.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2946,Sinsa Elementary School,Eunpyeong-gu,"275-2, Gajwa-ro, Eunpyeong-gu, Seoul",02-373-9356,www.shinsa.es.kr,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
2474,Yedam Daycare Center,Yongsan-gu,"70-7, Usadan-ro 10-gil, Yongsan-gu, Seoul",02-749-5704,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
3480,Seoul National University Social Science Building,Gwanak-gu,"1, Gwanak-ro, Gwanak-gu, Seoul",02-880-5114,http://social.snu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2467,Sunah Kindergarten,Gangdong-gu,"636 Gucheonmyeon-ro, Gangdong-gu, Seoul",,,0,N,Y,N,N,N,N,N,N,N,N,N,N
3014,Seongsa Middle School,Mapo-gu,"16 Sandnae-ro 9-gil, Mapo-gu, Seoul",02-373-8002,www.sungsa.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3023,Insu Middle School,Gangbuk-gu,"75-10, Insubong-ro, Gangbuk-gu, Seoul",02-900-7801,www.insu.ms.kr/,0,Y,N,N,N,Y,N,N,N,N,N,N,N
2915,Junior High School Affiliated Elementary School,Dongjak-gu,"47, Heukseok-ro, Dongjak-gu, Seoul",02-815-0145,www.caude.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3623,Jeongcheol English Academy,Songpa-gu,"178 Wiryeseong-daero, Songpa-gu, Seoul",02-401-1799,http://cafe.daum.net/Themath,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
5941,Cecil Theater,Jung-gu,"Cheil Fire Insurance Cecil Theater 3-7 Jeong-dong, Jung-gu, Seoul",,,0,N,N,N,N,N,N,N,N,N,N,N,N
5944,Munhwa Ilbo Hall,Jung-gu,"Munhwa Ilbo Hall, 68 Chungjeong-ro 1-ga, Jung-gu, Seoul",,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
5610,Megabox Central,Seocho-gu,"Basement floor in Central City, 19-3 Banpo 4-dong, Seocho-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5938,Nanta Hall (Gangbuk Jeong-dong),Jung-gu,"22 Jeong-dong, Jung-gu, Seoul",,,0,N,N,N,N,N,N,N,N,N,N,N,N
5954,Lotte Cinema Avenuel (Myeongdong),Jung-gu,"7th floor, 6th floor, Avenuel, Sogong-dong, Jung-gu, Seoul",,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
1959,Yewon Church,Gangseo-gu,"65, Hwagok-ro 63-gil, Gangseo-gu, Seoul",,,1,Y,Y,Y,N,N,N,N,N,N,N,N,N
1970,Catholic Catholic Church,Dobong-gu,"17, Uicheon-ro 48-gil, Dobong-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
688,Bangbae Post Office,Seocho-gu,"238 Bangbae-ro, Seocho-gu, Seoul",02-534-6222,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5983,Korean Braille Library,Gangdong-gu,"510-23, Amsa 2-dong, Gangdong-gu, Seoul",,,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
4028,Isesang Kindergarten,Gwanak-gu,"180, Jowon-ro, Gwanak-gu, Seoul",,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4422,Baeksang Daycare Center,Gwanak-gu,"18, Sillim-ro 28-gil, Gwanak-gu, Seoul",02-883-3803,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
3906,Our kindergarten,Nowon-gu,"281 Hangulbiseok-ro, Nowon-gu, Seoul",02-3391-0001,http://sm.kidis.co.kr/,0,Y,N,N,N,N,N,N,N,N,N,N,N
3992,Love Country Daycare Center,Gangseo-gu,"721, Yangcheon-ro, Gangseo-gu, Seoul",02-3663-2230,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4549,New construction of Nokbeon-dong Daycare Center (Dodam Daycare Center),Eunpyeong-gu,"128-5 Jinheung-ro, Eunpyeong-gu, Seoul",02-357-6555,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3472,Chung-Ang University (College of Pharmacy),Dongjak-gu,"61, Heukseok-ro 6-gil, Dongjak-gu, Seoul",02-820-5592,www.pharm.cau.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3479,Seoul National University Basic Science Building (22 buildings),Gwanak-gu,"1, Gwanak-ro, Gwanak-gu, Seoul",02-880-5114,http://www.snu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4061,Jinseon Daycare Center,Seongdong-gu,"10, Seoulsup 4-gil, Seongdong-gu, Seoul",02-461-9459,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4614,Youth Center,Eunpyeong-gu,"16, Baeknyeonsan-ro 4-gil, Eunpyeong-gu, Seoul",02-383-9966,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3484,Seoul National University Daelim International Museum,Gwanak-gu,"1, Gwanak-ro, Gwanak-gu, Seoul",,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3966,Sam Soseul Daycare Center,Guro-gu,"5, Buil-ro 17-gil, Guro-gu, Seoul",02-2688-2936,,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3975,Saimdang Daycare Center,Songpa-gu,"14-14, Baekjegobun-ro 11-gil, Songpa-gu, Seoul",02-416-6126,http://www.aga24.net/branch/jamsil,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4368,Seonghwa Daycare Center,Eunpyeong-gu,"30, Jeungsan-ro 5-gil, Eunpyeong-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4370,Baehwa Daycare Center,Seodaemun-gu,"82, Gyeonggi-daero, Seodaemun-gu, Seoul",02-312-2100,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4374,Haramteo Daycare Center,Gangseo-gu,"15-14, Gangseo-ro 17da-gil, Gangseo-gu, Seoul",02-2603-2225,,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4376,Snow White Daycare Center,Guro-gu,"50, Gocheok-ro 21na-gil, Guro-gu, Seoul",02-2683-7910,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
3850,Gurip Seodaemun Daycare Center,Seodaemun-gu,"30-42 Jeungjeung-ro 29-gil, Seodaemun-gu, Seoul",02-372-0547,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
3869,Haerang Daycare Center,Eunpyeong-gu,"13-6, Yeonseo-ro 13-gil, Eunpyeong-gu, Seoul",02-355-0066,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
5388,K2 Korea,Seongdong-gu,"3, Achasan-ro 11ga-gil, Seongdong-gu, Seoul",1644-7781,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
4682,Bangbaebon-dong Community Center,Seocho-gu,"38, Donggwang-ro 19-gil, Seocho-gu, Seoul",02-2155-7711,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4282,Happy daycare,Eunpyeong-gu,"28, Eungam-ro 16-gil, Eunpyeong-gu, Seoul",02-373-6469,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4286,Hyojoo Annes' House,Gangseo-gu,"36, Kachisan-ro 4-ga-gil, Gangseo-gu, Seoul",02-2604-5781,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N
4292,Han Areum Daycare Center,Geumcheon-gu,"25 Doksan-ro 41ga-gil, Geumcheon-gu, Seoul",02-808-5470,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N
5375,Kolon Digital Tower,Yeongdeungpo-gu,"21, Yangpyeong-ro 22-gil, Yeongdeungpo-gu, Seoul",,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4547,Kids Daycare Center,Eunpyeong-gu,"7-12 Jinheung-ro 9-gil, Eunpyeong-gu, Seoul",02-355-6055,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4558,Saepurunsol Daycare Center,Geumcheon-gu,"24-4 Siheung-daero 130-gil, Geumcheon-gu, Seoul",02-859-7786,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
5513,Nowon Telephone Office,Nowon-gu,"502, Nohae-ro, Nowon-gu, Seoul",080-258-1044,http://www.kt.com/,1,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5272,Solbus apartment-type factory,Yeongdeungpo-gu,"3, Seonyuseo-ro 31-gil, Yeongdeungpo-gu, Seoul",,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2317,True Vine Hospital,Seocho-gu,"32, Baume-ro 35-gil, Seocho-gu, Seoul",02-1588-0831,www.champodonamu.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2324,Inhwa Rehabilitation Hospital,Yangcheon-gu,"156, Sinwol-ro, Yangcheon-gu, Seoul",02-2696-0119,www.inhwahosp.com,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2284,Joy Hospital (Jihoo Building),Gangnam-gu,"122 Dogok-ro, Gangnam-gu, Seoul",02-570-1234,www.joyfullhospital.com/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2150,Eulji Hospital (Main Building),Nowon-gu,"68 Hangulbiseok-ro, Nowon-gu, Seoul",02-1899-0001,www.eulji.or.kr/default.asp,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2050,Harmony Mart,Jungnang-gu,"39, Myeonmok-ro 48-gil, Jungnang-gu, Seoul",02-2207-5785,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2056,Hi Mart Doksan Branch,Geumcheon-gu,"322 Siheung-daero, Geumcheon-gu, Seoul",02-808-7009,www.himart.co.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2085,Sambu Market,Eunpyeong-gu,"11 Jeungsan-ro 21-gil, Eunpyeong-gu, Seoul",02-308-7566,,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2095,Hyundai Department Store Apgujeong Branch,Gangnam-gu,"165 Apgujeong-ro, Gangnam-gu, Seoul",02-547-2233,www.ehyundai.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4746,Eungbong-dong Community Center,Seongdong-gu,"424 Dokseodang-ro, Seongdong-gu, Seoul",02-2286-7321,http://eungbong.sd.go.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3289,Daeil Tourism Design High School,Seongbuk-gu,"118 Seogyeong-ro, Seongbuk-gu, Seoul",02-940-7373,http://www.daeil-tour.hs.kr/,0,N,Y,N,N,Y,N,N,N,N,N,N,N
2210,Cheil Orthopedic Hospital,Gangnam-gu,"332 Teheran-ro, Gangnam-gu, Seoul",02-501-6868,www.cheilos.com/,1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2218,Medical facilities (Shinae Nursing Hospital),Nowon-gu,"1323, Dongil-ro, Nowon-gu, Seoul",02-934-2129,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2225,Guro University Affiliated Hospital Funeral Hall,Guro-gu,"218, Gamasan-ro, Guro-gu, Seoul",02-818-6444,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2246,Dobong Hospital &lt;Main Building&gt;,Dobong-gu,"720, Dobong-ro, Dobong-gu, Seoul",02-3492-3250,www.dbh.cc,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
938,Cheong Plant Dental Clinic,Dongjak-gu,"79-1 Dongjak-daero, Dongjak-gu, Seoul",02-588-6770,http://chungplant.com/index.htm,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
276,Jeongneung 2-dong Community Center,Seongbuk-gu,"1, Jeongneung-ro 26-gil, Seongbuk-gu, Seoul",02-917-6603,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jeongneung2dong/task/task.jsp,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
1774,Eunseok Church,Mapo-gu,"36, Mapo-daero 4-na-gil, Mapo-gu, Seoul",02-712-0518,www.eschurch.kr,0,Y,Y,N,N,N,N,N,N,N,N,N,N
1781,Seongseok Church,Seongdong-gu,"12-9, Cheonggyecheon-ro 12da-gil, Seongdong-gu, Seoul",02-2293-5968,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1785,Korea SGI Geumcheon Cultural Center,Geumcheon-gu,"152 Doksan-ro, Geumcheon-gu, Seoul",,,1,N,Y,Y,N,N,N,N,N,N,N,N,N
1793,Gusan Presbyterian Church,Eunpyeong-gu,"32, Yeonseo-ro 11-gil, Eunpyeong-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
1997,Saemaum Church,Yangcheon-gu,"173 Woljeong-ro, Yangcheon-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2006,Oryu-dong Catholic Church,Guro-gu,"86-9, Gocheok-ro 18-gil, Guro-gu, Seoul",,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
646,Bogwang-dong Post Office,Yongsan-gu,"25, Bogwang-ro, Yongsan-gu, Seoul",02-797-0337,,0,N,Y,N,N,N,N,N,N,N,N,N,N
963,Lee Young-soo,Dobong-gu,"477 Dobong-ro, Dobong-gu, Seoul",02-992-2020,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
4495,Borim Daycare Center,Eunpyeong-gu,"35-1 Yeonseo-ro 17-gil, Eunpyeong-gu, Seoul",,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2985,Ohgeum Middle School,Songpa-gu,"20, Ogeum-ro 35-gil, Songpa-gu, Seoul",02-402-4777,www.ogeum.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5519,Seoul Red Cross Hospital (funeral hall),Jongno-gu,"9 Saemunan-ro, Jongno-gu, Seoul",02-2002-8444,,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
4775,Songpa Police Station,Songpa-gu,"221 Jung-daero, Songpa-gu, Seoul",1566-0112,http://www.smpa.go.kr/sp,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4779,Seoul Yeongdong Post Office,Gangnam-gu,"721 Eonju-ro, Gangnam-gu, Seoul",02-515-0411,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
4152,Choheon Daycare Center,Dobong-gu,"32, Deokneung-ro 60ba-gil, Dobong-gu, Seoul",02-900-3555,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2184,Soonchunhyang University Hospital (Professor Research Building),Yongsan-gu,"59, Daesakwan-ro, Yongsan-gu, Seoul",02-709-9114,www.schmc.ac.kr/seoul/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2998,Gwanak Middle School,Gwanak-gu,"60, Nambusunhwan-ro 237-gil, Gwanak-gu, Seoul",02-889-1782,www.gwanak.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
4097,Irene Daycare Center,Gangdong-gu,"141 Sangam-ro, Gangdong-gu, Seoul",02-470-0476,,0,Y,Y,N,N,N,N,N,N,N,N,N,N
4098,Our Daycare Center,Gangdong-gu,"259-1 Gucheonmyeon-ro, Gangdong-gu, Seoul",02-475-1918,,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
4760,Dobong 1-dong Community Center,Dobong-gu,"22, Dobong-ro 169na-gil, Dobong-gu, Seoul",02-2091-5893,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
4503,Saerom Art Daycare Center,Eunpyeong-gu,"10 Jeungsan-ro 5-gil, Eunpyeong-gu, Seoul",,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2788,Yeongwang Elementary School,Eunpyeong-gu,"37, Yeonseo-ro 35-gil, Eunpyeong-gu, Seoul",02-353-5141,www.yeonkwang.es.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3558,Dongdeok Women's University Indeokgwan,Seongbuk-gu,"59, Hwarang-ro 13-gil, Seongbuk-gu, Seoul",02-940-4000,http://www.dongduk.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3560,Yonsei University GS Caltex Industry-Academic Cooperation Center,Seodaemun-gu,"50, Yonsei-ro, Seodaemun-gu, Seoul",1599-1885,www.yonsei.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3579,Ijam Children's Academy (Samkwang Building),Gangnam-gu,"123 Teheran-ro, Gangnam-gu, Seoul",02-514-3030,,0,Y,N,Y,Y,N,N,N,N,N,N,N,N
3090,Inheon Middle School,Gwanak-gu,"35, Inheon 9-gil, Gwanak-gu, Seoul",02-877-6760,www.inhun.ms.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2893,Gyeonggi Elementary School,Nowon-gu,"16-15, Dongil-ro 192na-gil, Nowon-gu, Seoul",02-977-4121,www.gongyeon.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3578,Jeong Ijo English Academy New Building,Yangcheon-gu,"173 Mokdong-ro, Yangcheon-gu, Seoul",02-2604-6034,http://www.cyjenglish.com/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2904,Majang Elementary School,Seongdong-gu,"31, Majang-ro 35na-gil, Seongdong-gu, Seoul",02-2292-1834,www.majang.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2579,Yongam Elementary School,Yongsan-gu,"39 Noksapyeong-daero 60-gil, Yongsan-gu, Seoul",02-796-0456,www.yongamcho.seoul.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2911,Cheongwon Elementary School,Nowon-gu,"506 Hangulbiseok-ro, Nowon-gu, Seoul",02-3399-7888,www.cheongwon-seoul.es.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2791,Seoul Samneung Elementary School,Gangnam-gu,"22, Bongeunsa-ro 63-gil, Gangnam-gu, Seoul",02-545-4502,www.srng.es.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2794,Shinwon Elementary School,Yangcheon-gu,"32, Nambusunhwan-ro 58-gil, Yangcheon-gu, Seoul",02-2608-4675,www.shinwon.es.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
2501,Company affiliated kindergarten,Dongjak-gu,"47, Heukseok-ro, Dongjak-gu, Seoul",02-825-5799,www.cau-kindergarten.or.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3152,Dongshin Middle School,Gangdong-gu,"72, Jinhwang-ro, Gangdong-gu, Seoul",02-3784-3938,www.dong-shin.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N
2861,Maedong Elementary School,Jongno-gu,"19, Sajik-ro 9-gil, Jongno-gu, Seoul",02-737-4263,www.maedong.es.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
2802,Okjeong Elementary School,Seongdong-gu,"43, Hallimmal-gil, Seongdong-gu, Seoul",02-2297-0148,www.okjeong.es.kr/index/index.do,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3089,Shinchang Middle School,Nowon-gu,"92, Wolgye-ro 45-gil, Nowon-gu, Seoul",02-904-4206,www.sc.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
3096,Seoul Daeyoung Middle School,Yeongdeungpo-gu,"14, Dorim-ro 80ga-gil, Yeongdeungpo-gu, Seoul",02-848-7781,www.daeyoung.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3100,Dangsan Middle School,Yeongdeungpo-gu,"160 Bunnyaru-ro, Yeongdeungpo-gu, Seoul",02-2177-9900,www.dangsan.ms.kr,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
3048,Shinwon Middle School,Yangcheon-gu,"19, Garogongwon-ro 55-gil, Yangcheon-gu, Seoul",02-2699-0183,www.shinwon.ms.kr,0,Y,N,N,N,N,N,N,N,N,N,N,N
3109,Definition,Dobong-gu,"69, Nohae-ro 49-gil, Dobong-gu, Seoul",02-3499-5300,http://jeongui.ms.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2533,Hongshin Kindergarten,Gangseo-gu,"63, Gangseo-ro 45-gil, Gangseo-gu, Seoul",02-2664-6456,,0,N,Y,Y,N,N,N,N,N,N,N,N,N
3583,Changhyeon Academy,Eunpyeong-gu,"34 Eunpyeong-ro, Eunpyeong-gu, Seoul",02-380-1416,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
2333,Himchan Hospital,Gangseo-gu,"38, Gangseo-ro 56-gil, Gangseo-gu, Seoul",02-1577-9229,www.himchanhospital.com,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3594,Shindong-A Plaza &lt;Shinsegae Music Academy&gt;,Dobong-gu,"223, Banghak-ro, Dobong-gu, Seoul",02-954-2987,,0,N,Y,N,N,Y,N,N,N,N,N,N,N
3127,Hwagok Middle School,Gangseo-gu,"70, Gangseo-ro 45-gil, Gangseo-gu, Seoul",070-8644-6509,www.hwagok.ms.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
2559,Gangseo Elementary School,Yangcheon-gu,"31, Omok-ro, Yangcheon-gu, Seoul",02-2604-9763,www.kangseo.es.kr,0,Y,N,Y,N,Y,N,N,N,N,N,N,N
2561,Dongguro Elementary School,Guro-gu,"43, Gurojungang-ro 14-gil, Guro-gu, Seoul",02-853-2407,www.dongguro.es.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N
2578,Seoul Wonhyo Elementary School,Yongsan-gu,"38, Hyochangwon-ro 13-gil, Yongsan-gu, Seoul",02-716-4424,www.wonhyo.es.kr/,0,Y,Y,N,N,Y,N,N,N,N,N,N,N
2923,Woochon Elementary School,Seongbuk-gu,"52-1 Seongbuk-ro 4-gil, Seongbuk-gu, Seoul",02-929-1671,www.uchon.es.kr/,0,Y,Y,N,Y,N,N,N,N,N,N,N,N
3612,SLP Gangnam English Institute (Cheonbo Building),Gangnam-gu,"626, Gaepo-ro, Gangnam-gu, Seoul",02-445-4003,http://gangnam.slp.ac.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N
2942,Seonyu Elementary School,Yeongdeungpo-gu,"14, Seonyu-ro 43ga-gil, Yeongdeungpo-gu, Seoul",02-2068-7023,www.seonyu.es.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N
2987,Gomyeong Middle School,Seongbuk-gu,"870, Bukaksan-ro, Seongbuk-gu, Seoul",02-926-2837,www.komyung.ms.kr,0,N,Y,N,N,Y,N,N,N,N,N,N,N
3471,Sogang University Thomas More Hall (Gosi-dong),Mapo-gu,"35, Baekbeom-ro, Mapo-gu, Seoul",02-705-8114,www.sogang.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3486,Seoul National University Doosan Humanities Center,Gwanak-gu,"1, Gwanak-ro, Gwanak-gu, Seoul",,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3589,University College,Geumcheon-gu,"208 Siheung-daero, Geumcheon-gu, Seoul",02-809-4646,www.jingak92.com,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2774,Yangmok Elementary School,Yangcheon-gu,"30, Mokdong-ro 11-gil, Yangcheon-gu, Seoul",02-2603-3405,www.yangmok.es.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N
3490,Yonsei University Student Hall,Seodaemun-gu,"50, Yonsei-ro, Seodaemun-gu, Seoul",02-1599-1885,www.yonsei.ac.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3021,Dongwon Middle School,Jungnang-gu,"32, Yangwonyeok-ro, Jungnang-gu, Seoul",02-493-8129,www.tongwon.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
3026,Nangok Middle School,Geumcheon-gu,"67, Munseong-ro, Geumcheon-gu, Seoul",02-838-8033,www.nangok.ms.kr,0,N,Y,Y,N,N,N,N,N,N,N,N,N
2833,Obongcho,Dobong-gu,"285, Sirubong-ro, Dobong-gu, Seoul",02-3492-8613,www.seoulobong.es.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N
2836,Deungwon Elementary School,Gangseo-gu,"90, Hwagok-ro 65-gil, Gangseo-gu, Seoul",02-2658-2233,www.deungwon.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
2846,Yeongdo Elementary School,Yangcheon-gu,"70, Mokdongjungang-ro, Yangcheon-gu, Seoul",02-2647-2387,www.youngdo.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
5382,Presidential election APEX CENTER,Seongdong-gu,"18, Achasan-ro 7na-gil, Seongdong-gu, Seoul",080-959-5100,http://첨단지식센터.com/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N
